Year,Month,Rainfall,LTA,rainfall_annn0maly,STDIV,SPI,drought_occurrence,drought_severity,Lat,Lon,elev,Station_name
2022,Jan,68.1,108.13,-30.63,78.23,-0.39,0,0,-20.11,16.15,1266,Outjo ADC
2022,Jan,77.5,108.13,-31.33,78.24,-0.4,0,0,-20.88,15.85,1160.201373,Eremutua (NE) 25
2022,Jan,76.8,108.13,88.87,78.23,1.14,0,0,-20.46,16.65,1468,Otjiwarongo ADC
2022,Jan,197,108.13,10.57,78.23,0.14,0,0,-20.42,17.33,1460,Okomumbonde LSR
2022,Jan,118.7,108.13,-0.33,78.32,0,0,0,-20.93,17.78,1160.201373,La Paloma
2022,Jan,107.8,108.13,-48.13,78.32,-0.61,0,0,-20.96,17.82,1160.201373,Donkerwater
2022,Jan,60,108.13,-6.63,78.32,-0.08,0,0,-20.41,18.22,1316,Okamatapati ADC
2022,Jan,101.5,108.13,-51.13,78.31,-0.65,0,0,-20.42,19.82,1178,Okatjimbe
2022,Jan,57,108.13,-87.13,78.32,-1.11,1,1,-20.25,20.83,1063,Gam ADC
2022,Jan,21,108.13,0,78.39,0,0,0,-19.69,14.32,1173,Erwee ADC
2022,Jan,108.13,108.13,-100.63,78.36,-1.28,1,1,-19.8,14.54,1020,Anker ADC
2022,Jan,7.5,108.13,77.47,78.36,0.99,0,0,-19.63,14.85,1225,Kamanjab ADC
2022,Jan,185.6,108.13,-19.63,78.29,-0.25,0,0,-19.64,17.35,1417,Otavi ADC
2022,Jan,88.5,108.13,-20.13,78.23,-0.26,0,0,-19.56,18.11,1481,Grootfontein ADC
2022,Jan,88,108.13,-88.13,78.24,-1.13,1,1,-19.64,18.6,1209,Otjituuo ADC
2022,Jan,20,108.13,-108.13,78.32,-1.38,1,1,-19.6,20.5,1149,Tsumkwe ADC
2022,Jan,0,108.13,-108.13,78.28,-1.38,1,1,-19.12,13.62,574,Sesfontein ADC
2022,Jan,0,108.13,-9.23,78.2,-0.12,0,0,-19.06,14.35,1199,Otjokavare ADC
2022,Jan,98.9,108.13,-108.13,78.14,-1.38,1,1,-19.31,14.48,1245,Galton Gate
2022,Jan,0,108.13,0,78.17,0,0,0,-19.81,15.18,1160.201373,Otjitambi
2022,Jan,108.13,108.13,202.67,78.09,2.6,0,0,-19.42,17.43,1160.201373,Kombat Booster RG
2022,Jan,310.8,108.13,97.87,78.09,1.25,0,0,-19.16,17.85,1160.201373,Friedrichsruhe
2022,Jan,206,108.13,2.87,77.81,0.04,0,0,-19.66,17.86,1160.201373,Awagobibtal
2022,Jan,111,108.13,94.87,77.73,1.22,0,0,-19.71,17.97,1160.201373,Otjirukaku
2022,Jan,203,108.13,74.27,77.73,0.96,0,0,-19.34,18.06,1160.201373,Grootfontein Town 91
2022,Jan,182.4,108.13,0,77.65,0,0,0,-19.59,18.14,1160.201373,Grootfontein_Manual
2022,Jan,108.13,108.13,0,77.61,0,0,0,-19.31,18.15,1160.201373,Berg Aukas RG
2022,Jan,108.13,108.13,-25.13,77.61,-0.32,0,0,-19.28,19.2,1160.201373,Simondeum
2022,Jan,83,108.13,-18.13,77.63,-0.23,0,0,-19.5,19.63,1215,Mkata ADC
2022,Jan,90,108.13,-51.63,77.66,-0.66,0,0,-18.92,14.11,1084,Oruvandjai ADC
2022,Jan,56.5,108.13,-53.43,77.66,-0.69,0,0,-19.18,15.92,1102,Okaukuejo_Manual
2022,Jan,54.7,108.13,-24.53,77.64,-0.32,0,0,-19.33,15.94,1136,Anderson Gate (Ombika)
2022,Jan,83.6,108.13,0,77.63,0,0,0,-19.04,16.47,1160.201373,Halali
2022,Jan,108.13,108.13,70.87,77.66,0.91,0,0,-19.35,17.13,1160.201373,Soavis
2022,Jan,179,108.13,66.37,77.67,0.85,0,0,-19.48,17.19,1160.201373,Huttenhof
2022,Jan,174.5,108.13,-50.63,77.63,-0.65,0,0,-19.45,18.41,1160.201373,Gaikos
2022,Jan,57.5,108.13,-68.13,77.59,-0.88,0,0,-19.4,18.61,1160.201373,Klein Huis
